English,Type,Episodes,Status,Start_Aired,End_Aired,Premiered,Studios,Source,Genres,Demographics,Score,Popularity,Favorites
Unknown,Special,1,Finished Airing,"Apr 4, 2007",Not Available,Unknown,Unknown,Unknown,Comedy,Unknown,6.031,11183,0
"Dr. Slump and Arale-chan Hoyoyo! City of Dreams, Mechapolis",Movie,1,Finished Airing,"Jul 13, 1985",Not Available,Unknown,Toei Animation,Manga,"Comedy, Sci-Fi",Shounen,6.071,11184,0
SD GUNDAM WORLD HEROES,ONA,24,Finished Airing,"Apr 8, 2021","Sep 16, 2021",Unknown,Sunrise,Original,Unknown,Unknown,5.691,11184,3
Unknown,TV,52,Finished Airing,"Apr 2, 2011","Mar 31, 2012",Spring 2011,Unknown,Original,"Action, Adventure, Comedy, Fantasy",Kids,5.711,11185,2
Unknown,Music,1,Finished Airing,"Mar 12, 2017",Not Available,Unknown,Unknown,Original,Ecchi,Unknown,5.631,11187,1
Office Affairs,OVA,1,Finished Airing,"Feb 26, 1999",Not Available,Unknown,Y.O.U.C,Manga,Hentai,Unknown,4.911,11187,2
Unknown,ONA,12,Finished Airing,"Apr 20, 2018","Jul 6, 2018",Unknown,Shanghai Foch Film and TV Culture Investment,Novel,Fantasy,Unknown,5.911,11189,1
Unknown,Special,1,Finished Airing,"Nov 8, 2008",Not Available,Unknown,Toei Animation,Original,Comedy,Unknown,5.711,11190,0
Unknown,OVA,1,Finished Airing,"Mar 24, 2004",Not Available,Unknown,TMS Entertainment,Unknown,"Adventure, Comedy",Kids,6.231,11191,1
Tragic Silence,OVA,1,Finished Airing,"Feb 18, 2003",Not Available,Unknown,Onion Studio,Manga,Hentai,Unknown,5.271,11192,0
Unknown,Special,1,Finished Airing,"Jan 29, 2013",Not Available,Unknown,P.A. Works,Original,Drama,Unknown,5.871,11193,0
Brilliant Better,Music,1,Finished Airing,"Sep 21, 2016",Not Available,Unknown,Unknown,Original,Unknown,Unknown,5.491,11193,1
Co-eD Affairs,OVA,1,Finished Airing,"Nov 19, 1998",Not Available,Unknown,GAV Video,Original,Hentai,Unknown,4.821,11195,0
Unknown,Music,1,Finished Airing,"Jan 27, 2020",Not Available,Unknown,Trigger,Game,Unknown,Unknown,6.831,11195,1
Unknown,Movie,2,Finished Airing,"Dec 1, 2017","Dec 8, 2017",Unknown,Unknown,Game,Comedy,Unknown,5.901,11197,2
The Burning Wild Man,TV,24,Finished Airing,"Mar 14, 1988","Sep 19, 1988",Spring 1988,Pierrot,Manga,"Action, Adventure, Comedy",Unknown,6.801,11198,4
METAMAN,ONA,12,Finished Airing,"Apr 7, 2020","Jun 16, 2020",Unknown,Congzhuo Animation,Original,"Action, Sci-Fi",Unknown,5.871,11199,3
Unknown,Movie,1,Finished Airing,"Feb 1, 2020",Not Available,Unknown,D & D Pictures,Manga,"Adventure, Mystery",Kids,6.651,11199,1
Unknown,TV,30,Finished Airing,"Mar 6, 1997","Sep 25, 1997",Spring 1997,Unknown,Manga,"Adventure, Comedy, Fantasy",Unknown,6.481,11201,0
Unknown,OVA,1,Finished Airing,"Jun 15, 1985",Not Available,Unknown,Pierrot,Unknown,"Comedy, Fantasy, Romance",Shoujo,6.381,11202,0
Unknown,Movie,1,Finished Airing,"Mar 19, 1990",Not Available,Unknown,Pierrot,Original,"Comedy, Drama, Sci-Fi",Unknown,6.261,11203,1
Unknown,Music,1,Finished Airing,"Feb 28, 2020",Not Available,Unknown,Pancake,Music,Drama,Unknown,6.801,11203,4
Unknown,ONA,16,Finished Airing,"Jan 23, 2022","Apr 24, 2022",Unknown,Shanghai Foch Film and TV Culture Investment,Novel,"Action, Adventure, Fantasy, Romance",Unknown,7.661,11205,14
The Truth of Japanese Fairy Tales,OVA,3,Finished Airing,2000,Not Available,Unknown,Unknown,Unknown,"Avant Garde, Horror",Unknown,5.471,11206,2
Unknown,TV,51,Finished Airing,"Mar 3, 1993","Feb 23, 1994",Spring 1993,Sunrise,Original,"Action, Sci-Fi",Unknown,7.121,11207,7
My ACG Parents,ONA,24,Finished Airing,"Oct 10, 2021","Dec 26, 2021",Unknown,Paper Animation,Manga,Comedy,Unknown,6.191,11207,4
Unknown,ONA,1,Finished Airing,"Sep 18, 2022",Not Available,Unknown,Unknown,Mixed media,"Comedy, Fantasy",Unknown,7.291,11208,10
Olympic Games on Dankichi Island,Movie,1,Finished Airing,1932,Not Available,Unknown,Unknown,Original,"Action, Sports",Unknown,4.291,11208,0
Unknown,OVA,3,Finished Airing,"Apr 25, 1990","Apr 25, 1991",Unknown,Magic Bus,Manga,Sports,Shounen,6.051,11210,0
Unknown,Music,1,Finished Airing,"Jul 15, 2012",Not Available,Unknown,"Studio 4°C, Shirogumi",Unknown,"Action, Sci-Fi",Unknown,5.481,11211,2
The Wind Guardians,Movie,1,Finished Airing,"Aug 3, 2018",Not Available,Unknown,Beijing Rocen Digital,Original,"Action, Adventure, Comedy, Drama, Fantasy",Unknown,6.981,11212,4
Unknown,ONA,41,Finished Airing,"Oct 8, 2015","Jul 14, 2016",Unknown,Unknown,Original,"Drama, Fantasy",Unknown,6.601,11213,5
The Pianist,OVA,1,Finished Airing,"Jun 25, 1998",Not Available,Unknown,J.T.P.P.,Manga,Hentai,Unknown,4.931,11217,0
Sushi and Beyond,TV,24,Finished Airing,"Apr 12, 2015","Oct 11, 2015",Spring 2015,Fanworks,Book,"Comedy, Gourmet, Slice of Life",Unknown,6.311,11217,3
Water Brain,Special,1,Finished Airing,"Jun 17, 2009",Not Available,Unknown,Unknown,Original,"Avant Garde, Fantasy, Sci-Fi",Unknown,5.951,11218,0
Momotaro's Sky Adventure,Movie,1,Finished Airing,"Oct 1, 1931",Not Available,Unknown,Unknown,Original,"Adventure, Comedy",Unknown,5.051,11219,0
Unknown,TV,119,Finished Airing,"Apr 5, 1987","Mar 27, 1989",Spring 1987,Shin-Ei Animation,Manga,Comedy,Unknown,5.931,11220,6
Unknown,Movie,1,Finished Airing,"Mar 15, 1997",Not Available,Unknown,J.C.Staff,Game,"Comedy, Fantasy",Unknown,6.031,11221,3
Unknown,Special,1,Finished Airing,"Jun 13, 1980",Not Available,Unknown,TMS Entertainment,Novel,Comedy,Unknown,6.061,11222,1
Unknown,TV,56,Finished Airing,"Feb 11, 1989","Apr 18, 1991",Winter 1989,Shin-Ei Animation,Manga,Comedy,Unknown,6.271,11223,6
Unknown,Special,1,Finished Airing,"May 8, 2022",Not Available,Unknown,Toei Animation,Other,"Action, Adventure, Comedy, Fantasy",Unknown,5.611,11224,2
A Fiction Spiral,Music,1,Finished Airing,"Aug 20, 2016",Not Available,Unknown,Unknown,Music,Unknown,Unknown,6.171,11225,1
Unknown,OVA,9,Finished Airing,"Dec 28, 2010","Apr 3, 2012",Unknown,SynergySP,Manga,Unknown,Shoujo,6.091,11226,5
Bumpety Boo,TV,130,Finished Airing,"Apr 8, 1985","Apr 3, 1986",Spring 1985,Nippon Animation,Unknown,Adventure,Kids,6.001,11227,4
Unknown,TV,12,Finished Airing,"Oct 2, 2004","Jan 8, 2005",Fall 2004,Unknown,Unknown,Comedy,Kids,5.941,11229,1
Unknown,OVA,1,Finished Airing,"Mar 23, 2001",Not Available,Unknown,Unknown,Unknown,Hentai,Unknown,4.521,11230,3
Chibi Kero Secret of the Kero Ball!?,Special,1,Finished Airing,"Mar 17, 2007",Not Available,Unknown,Sunrise,Unknown,Comedy,Unknown,6.081,11231,2
Unknown,TV,51,Finished Airing,"Apr 6, 2013","Mar 29, 2014",Spring 2013,Toei Animation,Unknown,"Adventure, Fantasy",Unknown,6.001,11231,2
Unknown,OVA,2,Finished Airing,"Jul 1, 1987","Oct 2, 1987",Unknown,J.C.Staff,Manga,"Action, Drama",Unknown,5.291,11232,0
Unknown,OVA,1,Finished Airing,"Sep 15, 2021",Not Available,Unknown,Nomad,Game,Action,Unknown,5.571,11234,2
Unknown,Movie,1,Finished Airing,"Dec 31, 1933",Not Available,Unknown,Unknown,Original,"Comedy, Supernatural",Unknown,5.611,11235,1
Unknown,Movie,1,Finished Airing,"Jul 14, 1984",Not Available,Unknown,Toei Animation,Unknown,"Action, Comedy, Sports",Shounen,6.251,11236,2
Unknown,ONA,8,Finished Airing,2002,Not Available,Unknown,Unknown,Unknown,"Comedy, Fantasy, Slice of Life",Unknown,6.191,11239,2
Unknown,OVA,1,Finished Airing,"Feb 24, 2006",Not Available,Unknown,Anime Antenna Iinkai,Visual novel,Hentai,Unknown,5.151,11239,0
Unknown,Movie,1,Finished Airing,1924,Not Available,Unknown,Unknown,Other,Fantasy,Unknown,5.201,11240,2
Unknown,Music,1,Finished Airing,"Jan 27, 2016",Not Available,Unknown,Millepensee,Music,Romance,Unknown,5.931,11241,0
Unknown,OVA,1,Finished Airing,"May 21, 1987",Not Available,Unknown,Studio Unicorn,Original,Action,Unknown,5.381,11241,1
Unknown,Special,1,Finished Airing,"Nov 21, 2015",Not Available,Unknown,J.C.Staff,Original,Comedy,Unknown,6.041,11243,1
Unknown,OVA,1,Finished Airing,"Apr 29, 2009",Not Available,Unknown,Unknown,Unknown,Unknown,Unknown,5.471,11246,1
Unknown,Music,1,Finished Airing,"Jul 19, 2017",Not Available,Unknown,Unknown,Music,Unknown,Unknown,6.431,11246,0
Theatre of Darkness Yamishibai - The Old Well,ONA,1,Finished Airing,"Aug 14, 2021",Not Available,Unknown,"ILCA, DRAWIZ",Original,"Avant Garde, Horror",Unknown,5.621,11247,0
Unknown,OVA,1,Finished Airing,"Aug 27, 1993",Not Available,Unknown,Madhouse,Manga,"Drama, Romance",Shoujo,5.751,11248,0
Unknown,OVA,1,Finished Airing,"Aug 7, 1987",Not Available,Unknown,Sunrise,Unknown,"Action, Sci-Fi, Sports",Unknown,5.401,11249,0
Arifureta From Commonplace to World's Strongest Season 2 Picture Drama,ONA,12,Finished Airing,"Jan 13, 2022","Mar 31, 2022",Unknown,Unknown,Light novel,"Comedy, Fantasy",Unknown,5.871,11250,0
Unknown,OVA,2,Finished Airing,"May 10, 1986","Dec 16, 1986",Unknown,Pierrot,Manga,"Action, Drama",Shounen,6.391,11251,2
Pompo The Cinéphile,Special,1,Finished Airing,"Sep 27, 2018",Not Available,Unknown,CLAP,Web manga,"Comedy, Drama",Unknown,5.561,11252,4
Anal Juke Anal Juice,Music,1,Finished Airing,"Apr 23, 2013",Not Available,Unknown,Unknown,Unknown,"Avant Garde, Comedy",Unknown,3.341,11254,0
Unknown,OVA,10,Finished Airing,"Apr 25, 2008",Not Available,Unknown,Unknown,Other,"Action, Adventure, Comedy",Kids,6.511,11255,4
Unknown,OVA,1,Finished Airing,"May 1, 1996",Not Available,Unknown,J.C.Staff,Manga,Action,Unknown,5.731,11257,0
Unknown,OVA,4,Finished Airing,"May 21, 1991","Nov 21, 1991",Unknown,"Pierrot, D.A.S.T.",Novel,Horror,Unknown,5.681,11257,0
I Wanna,Music,1,Finished Airing,"Feb 18, 2022",Not Available,Unknown,Unknown,Original,Unknown,Unknown,7.001,11258,3
I wanna be!,Special,2,Finished Airing,"Jul 29, 2013","Sep 4, 2015",Unknown,Studio Deen,Web manga,"Comedy, Slice of Life",Unknown,5.001,11258,0
Kou-Kyou-Sei Million Arthur,ONA,1,Finished Airing,"Sep 25, 2018",Not Available,Unknown,Unknown,Game,Fantasy,Unknown,5.431,11260,0
Unknown,ONA,1,Finished Airing,"Oct 20, 2017",Not Available,Unknown,Unknown,Other,Comedy,Unknown,5.801,11263,1
Unknown,Special,1,Finished Airing,"Jul 31, 2022",Not Available,Unknown,A-1 Pictures,Game,"Comedy, Romance",Shoujo,6.711,11263,4
Fobia,OVA,2,Finished Airing,"Oct 27, 1995","Sep 27, 1996",Unknown,Unknown,Unknown,"Horror, Hentai",Unknown,4.661,11264,0
Unknown,Movie,1,Finished Airing,"Mar 12, 2005",Not Available,Unknown,Unknown,Original,"Adventure, Fantasy",Kids,5.761,11264,2
Duel Masters Versus Revolution Final,TV,51,Finished Airing,"Apr 3, 2016","Mar 26, 2017",Spring 2016,Ascension,Original,"Action, Adventure, Comedy, Fantasy",Kids,5.401,11265,5
Unknown,Movie,1,Finished Airing,"Apr 13, 1934",Not Available,Unknown,Unknown,Other,Fantasy,Unknown,4.631,11268,2
Dr. Slump and Arale-chan N-cha! Clear Skies Over Penguin Village,Movie,1,Finished Airing,"Jun 3, 1993",Not Available,Unknown,Toei Animation,Manga,"Comedy, Sci-Fi",Shounen,6.161,11269,1
"Lily, Frogs, and Little Brother.",Special,1,Finished Airing,"Aug 20, 2006",Not Available,Unknown,Toei Animation,Original,"Adventure, Comedy, Supernatural",Unknown,6.411,11270,0
Special Powered Armor Troop Dorvack,TV,36,Finished Airing,"Oct 7, 1983","Jul 6, 1984",Fall 1983,Ashi Productions,Unknown,"Action, Sci-Fi",Unknown,6.201,11271,3
Unknown,OVA,2,Finished Airing,"Dec 25, 2000","May 25, 2001",Unknown,Arms,Visual novel,"Drama, Fantasy, Mystery, Romance",Unknown,5.241,11272,0
Unknown,OVA,1,Finished Airing,"Mar 28, 1986",Not Available,Unknown,Pierrot,Original,Comedy,Shoujo,5.311,11273,2
Qin's Moon Hundred Schools of Thought,TV,34,Finished Airing,"Jun 10, 2011","Aug 1, 2011",Summer 2011,Sparkly Key Animation Studio,Novel,"Action, Fantasy",Unknown,6.861,11273,6
Lord of Lords Ryu Knight Adeu's Legend,OVA,13,Finished Airing,"Jul 21, 1994","Sep 25, 1995",Unknown,Sunrise,Unknown,"Action, Adventure, Fantasy",Unknown,6.221,11274,0
Unknown,TV,51,Finished Airing,"Apr 5, 2020","Mar 28, 2021",Spring 2020,OLM,Other,"Action, Adventure, Sci-Fi",Unknown,5.911,11274,1
Unknown,OVA,2,Finished Airing,"Jul 26, 2002","Oct 25, 2002",Unknown,Dream Entertainment,Visual novel,Hentai,Unknown,5.521,11276,1
Unknown,Movie,1,Finished Airing,"Mar 6, 1999",Not Available,Unknown,Shin-Ei Animation,Unknown,Fantasy,Unknown,6.131,11277,0
Unknown,ONA,48,Finished Airing,"Mar 24, 2020","Apr 13, 2021",Unknown,Zero-G,4-koma manga,"Comedy, Slice of Life",Unknown,6.261,11279,3
Unknown,OVA,1,Finished Airing,"Sep 4, 1998",Not Available,Unknown,"Public & Basic, Ripple Film",Manga,"Comedy, Supernatural, Ecchi",Unknown,4.441,11279,1
Unknown,Special,1,Finished Airing,"Aug 22, 2015",Not Available,Unknown,Seven Arcs Pictures,Game,"Action, Adventure, Fantasy",Unknown,5.621,11280,3
Unknown,Movie,1,Finished Airing,1969,Not Available,Unknown,Unknown,Original,"Avant Garde, Comedy",Unknown,3.571,11281,1
Unknown,TV,18,Finished Airing,"Jan 4, 1999","Sep 27, 1999",Winter 1999,Xebec,Unknown,Adventure,Kids,6.211,11282,6
Unknown,ONA,10,Finished Airing,"Aug 12, 2010","Feb 10, 2012",Unknown,"WAO World, MooGoo, Studio Ranmaru",Manga,"Comedy, Ecchi",Unknown,5.771,11285,1
Hakyu Hoshin Engi The Blood of the Koh Family,Special,1,Finished Airing,"Oct 31, 2018",Not Available,Unknown,C-Station,Manga,"Adventure, Fantasy, Supernatural",Shounen,5.621,11285,0
Unknown,Movie,1,Finished Airing,"Apr 15, 1989",Not Available,Unknown,Unknown,Other,"Action, Adventure, Sci-Fi",Unknown,5.521,11286,1
The Two Lottes,TV,29,Finished Airing,"Nov 9, 1991","Sep 5, 1992",Fall 1991,Tokyo Movie Shinsha,Novel,Slice of Life,"Kids, Shoujo",6.971,11287,3
Unknown,Special,1,Finished Airing,"Sep 6, 2002",Not Available,Unknown,Unknown,Original,"Action, Sci-Fi",Unknown,4.231,11289,0
Unknown,OVA,1,Finished Airing,"Apr 13, 1985",Not Available,Unknown,Tezuka Productions,Manga,"Drama, Romance",Unknown,5.911,11292,1
Unknown,TV,13,Finished Airing,"Apr 29, 2015","Jul 30, 2015",Spring 2015,"Production I.G, OLM",Original,"Drama, Slice of Life",Kids,5.871,11295,1
Unknown,TV,12,Finished Airing,"Jan 7, 1998","Apr 1, 1998",Winter 1998,Studio Deen,Original,"Action, Sci-Fi",Unknown,5.391,11295,2
The Boy Who Carried a Guitar Kikaider vs. Inazuman,Special,1,Finished Airing,"Sep 18, 2003",Not Available,Unknown,Unknown,Unknown,Sci-Fi,Shounen,6.381,11296,1
Unknown,Special,5,Finished Airing,"Jul 28, 2006","Nov 24, 2006",Unknown,Studio Hibari,Unknown,"Adventure, Comedy, Fantasy",Unknown,6.251,11296,2
Unknown,OVA,1,Finished Airing,"Sep 27, 2006",Not Available,Unknown,Toei Animation,Original,Fantasy,Unknown,5.231,11297,2
Here Comes Koume!,TV,12,Finished Airing,"Aug 1, 1999","Oct 1, 1999",Summer 1999,"Gainax, Group TAC",Manga,"Comedy, Romance, Slice of Life",Unknown,5.751,11300,1
Renzu The Distance Between the Two,OVA,1,Finished Airing,"Oct 8, 2000",Not Available,Unknown,G.P Entertainment,Original,Hentai,Unknown,5.201,11301,0
God of Desolation,ONA,80,Finished Airing,"Nov 18, 2020","Aug 11, 2021",Unknown,Ruo Hong Culture,Unknown,"Action, Fantasy",Unknown,6.671,11302,8
Unknown,Music,1,Finished Airing,"Apr 4, 2018",Not Available,Unknown,MAPPA,Game,Unknown,Unknown,6.741,11303,1
Desert Island Story X,OVA,4,Finished Airing,"Jul 24, 1998","Apr 23, 1999",Unknown,Triple X,Visual novel,Hentai,Unknown,5.471,11304,2
Unknown,Special,1,Finished Airing,"Oct 17, 2013",Not Available,Unknown,White Fox,Original,Slice of Life,Unknown,5.411,11305,1
Dokuro the Ghost,ONA,1,Finished Airing,"Mar 4, 2015",Not Available,Unknown,Unknown,Original,Supernatural,Kids,5.451,11305,0
Desert Island Story XX,OVA,4,Finished Airing,"Dec 10, 1999","Jun 23, 2000",Unknown,Triple X,Visual novel,Hentai,Unknown,5.351,11310,2
Unknown,Movie,1,Finished Airing,Feb 1917,Unknown,Unknown,Unknown,Original,Comedy,Unknown,5.411,11310,9
Unknown,ONA,20,Finished Airing,"Jan 8, 2019","May 21, 2019",Unknown,Point Pictures,Web manga,"Action, Comedy, Sci-Fi",Unknown,6.511,11311,4
BASToF Syndrome,TV,26,Finished Airing,"May 3, 2001","Nov 15, 2001",Spring 2001,Dongwoo A&E,Unknown,"Adventure, Sci-Fi",Unknown,6.051,11311,2
69 Pink Riders 2,OVA,1,Finished Airing,"Feb 18, 2002",Not Available,Unknown,Unknown,Unknown,Hentai,Unknown,4.581,11313,0
Unknown,Music,1,Finished Airing,"Jan 26, 2008",Not Available,Unknown,Gonzo,Music,Unknown,Unknown,5.621,11314,1
Unknown,Special,4,Finished Airing,"Apr 13, 2012","Apr 29, 2012",Unknown,Unknown,Unknown,"Action, Comedy",Seinen,5.831,11314,1
Unknown,Special,1,Finished Airing,"Sep 26, 2012",Not Available,Unknown,Shaft,4-koma manga,"Comedy, Slice of Life",Unknown,6.291,11315,0
Unknown,OVA,2,Finished Airing,"Oct 21, 1991","Jan 21, 1992",Unknown,animate Film,Manga,"Action, Drama, Romance, Suspense",Shoujo,5.251,11318,2
Unknown,OVA,1,Finished Airing,"May 3, 1996",Not Available,Unknown,Magic Bus,Manga,Hentai,Unknown,5.251,11319,0
Tales of Seduction,OVA,1,Finished Airing,"Dec 27, 1991",Not Available,Unknown,animate Film,Unknown,"Romance, Hentai",Unknown,5.451,11319,1
Unknown,OVA,4,Finished Airing,"Dec 12, 2004",Not Available,Unknown,Radix,Visual novel,"Comedy, Drama, Romance, Sci-Fi",Unknown,5.701,11322,2
Unknown,TV,10,Finished Airing,"Aug 5, 2010","Oct 7, 2010",Summer 2010,DLE,Game,"Action, Comedy",Unknown,6.031,11323,1
Unknown,OVA,2,Finished Airing,"Jun 22, 1990","Jul 25, 1991",Unknown,Visual 80,Unknown,Hentai,Unknown,4.841,11324,2
"Departure Ami, the Last Chapter",Movie,1,Finished Airing,"Jun 21, 1986",Not Available,Unknown,APPP,Unknown,"Drama, Romance",Unknown,5.481,11325,1
Unknown,Special,1,Finished Airing,"Mar 22, 2015",Not Available,Unknown,Unknown,Manga,Unknown,Shoujo,5.991,11326,2
Unknown,OVA,1,Finished Airing,"Nov 25, 2002",Not Available,Unknown,Studio OX,Manga,Hentai,Unknown,5.421,11326,1
Unknown,TV,25,Finished Airing,"Apr 6, 2011","Oct 5, 2011",Spring 2011,Unknown,Unknown,"Comedy, Fantasy",Shoujo,5.381,11327,2
I Am A Great God,ONA,16,Finished Airing,"Nov 12, 2020","Feb 18, 2021",Unknown,CG Year,Web manga,"Action, Fantasy",Unknown,6.731,11327,6
Unknown,ONA,20,Finished Airing,"Sep 14, 2017","Jan 25, 2018",Unknown,Beijing Rocen Digital,Original,"Drama, Fantasy, Mystery, Romance",Unknown,6.471,11328,6
Unknown,TV,27,Finished Airing,"Feb 3, 1977","Sep 15, 1977",Winter 1977,Toei Animation,Original,"Action, Drama, Sci-Fi",Unknown,6.121,11329,2
Daigo of Fire Company,Movie,1,Finished Airing,"Jul 27, 1999",Not Available,Unknown,Sunrise,Manga,"Action, Drama",Unknown,6.151,11332,2
Qin's Moon The Great Wall,TV,37,Finished Airing,"Sep 30, 2012","Jan 2, 2013",Fall 2012,Sparkly Key Animation Studio,Novel,"Action, Fantasy",Unknown,7.031,11333,10
Unknown,ONA,10,Finished Airing,"Oct 13, 2016","Dec 18, 2016",Unknown,Zexcs,Novel,Slice of Life,Unknown,5.491,11333,1
Run Melos,Special,1,Finished Airing,"Feb 7, 1981",Not Available,Unknown,Toei Animation,Novel,Drama,Unknown,5.321,11334,0
Unknown,Music,1,Finished Airing,"Aug 9, 2021",Not Available,Unknown,Unknown,Original,Unknown,Unknown,7.011,11337,5
Return of Pero,Movie,1,Finished Airing,"Mar 18, 1972",Not Available,Unknown,Toei Animation,Original,"Adventure, Fantasy",Kids,6.071,11338,1
Unknown,Special,1,Finished Airing,2008,Not Available,Unknown,Unknown,Unknown,Avant Garde,Unknown,5.171,11339,1
The Furious Yama,ONA,12,Finished Airing,"Jul 21, 2020","Sep 29, 2020",Unknown,Haoliners Animation League,Web manga,"Comedy, Fantasy",Unknown,6.251,11339,2
Doctor Slump Arale's Surprise,Movie,1,Finished Airing,"Mar 6, 1999",Not Available,Unknown,Toei Animation,Manga,"Comedy, Sci-Fi",Shounen,6.011,11340,0
Hello Kitty in Cinderella,Movie,1,Finished Airing,"Jul 22, 1989",Not Available,Unknown,Unknown,Unknown,Fantasy,Kids,6.171,11341,2
Unknown,Special,3,Finished Airing,"Dec 21, 2000","Jun 25, 2001",Unknown,Unknown,Unknown,"Action, Sci-Fi",Shounen,6.431,11342,0
Unknown,TV,24,Finished Airing,"Apr 11, 2019","Sep 19, 2019",Spring 2019,Studio Crocodile,Original,"Adventure, Comedy",Unknown,6.071,11343,3
Unknown,Special,1,Finished Airing,"Feb 11, 2016",Not Available,Unknown,"Ordet, W-Toon Studio",Original,Comedy,Unknown,5.671,11344,0
Unknown,Special,2,Finished Airing,"Apr 23, 2008","Jun 25, 2008",Unknown,AIC ASTA,Unknown,Comedy,Unknown,5.611,11346,1
Adventures On Rainbow Pond,TV,39,Finished Airing,"Jan 2, 1973","Sep 25, 1973",Winter 1973,Tatsunoko Production,Unknown,"Comedy, Fantasy",Kids,5.951,11347,3
Unknown,Movie,1,Finished Airing,2005,Not Available,Unknown,Unknown,Original,Avant Garde,Unknown,2.961,11348,3
CLAMP School Detectives Shorts,Special,13,Finished Airing,"Apr 22, 2005",Not Available,Unknown,Pierrot,Manga,Comedy,Unknown,6.031,11349,1
For Almost Forgotten Stories,Movie,1,Finished Airing,1994,Not Available,Unknown,Unknown,Original,Avant Garde,Unknown,4.841,11350,3
Unknown,Special,1,Finished Airing,"Dec 23, 2009",Not Available,Unknown,Shaft,4-koma manga,"Comedy, Slice of Life",Unknown,6.181,11350,0
Invincible Robo Trider G7,TV,50,Finished Airing,"Feb 2, 1980","Jan 3, 1981",Winter 1980,Sunrise,Original,"Comedy, Sci-Fi",Unknown,6.291,11354,1
Unknown,TV,10,Finished Airing,"Mar 10, 2014","Mar 21, 2014",Winter 2014,Cyclone Graphics,Unknown,"Comedy, Fantasy",Kids,5.951,11355,0
Unknown,Special,3,Finished Airing,"Aug 24, 2018","Oct 24, 2018",Unknown,Gathering,4-koma manga,"Comedy, Slice of Life",Unknown,6.151,11355,0
Unknown,Movie,1,Finished Airing,"Jul 23, 1994",Not Available,Unknown,Unknown,Original,"Action, Adventure, Sci-Fi",Unknown,3.041,11356,3
Unknown,Special,1,Finished Airing,2004,Not Available,Unknown,Unknown,Original,Sci-Fi,Unknown,5.871,11358,1
Unknown,TV,12,Finished Airing,"Jan 12, 2014","Mar 30, 2014",Winter 2014,Unknown,Unknown,Comedy,Unknown,5.711,11359,0
Unknown,OVA,2,Finished Airing,"Apr 25, 2003","Nov 28, 2003",Unknown,Unknown,Visual novel,Hentai,Unknown,5.251,11360,0
Unknown,Special,3,Finished Airing,"Aug 30, 2016","Nov 1, 2016",Unknown,Studio Ghibli,Original,Slice of Life,Unknown,5.081,11361,1
Unknown,OVA,1,Finished Airing,"Dec 16, 1985",Not Available,Unknown,Unknown,Unknown,"Fantasy, Sci-Fi",Unknown,5.551,11362,2
Unknown,TV,52,Finished Airing,"Jan 5, 2013","Sep 21, 2013",Winter 2013,Unknown,Original,Comedy,Unknown,6.171,11363,2
